,Vendor,count,Service,Service_extend,Service_outdated,Frontend,Frontend_extend,Frontend_extend_2,Database,Backend,Backend_extend,APIs
655,Vendor468,1,Apache,/2.4.29 (Ubuntu),,,CSS,Based on Third Party Framework,,HTTP,1.1,
656,Vendor070,1,Apache,,,,,Own Frontend Design,,HTTP,1.1,
657,Vendor426,1,Apache,,,,,Own Frontend Design,,HTTP,1.1,
658,Vendor493,1,Apache,/2.4.59 (Debian),,Javascript,CSS,Half Rely on Third-Party Framework,,HTTP,1.1,
659,Vendor279,1,Apache,,,,CSS,Half Rely on Third-Party Framework,,HTTP,1.1,
660,Vendor335,1,LiteSpeed,,,,,Own Frontend Design,,,,
661,Vendor243,1,Apache,,,,,Own Frontend Design,,HTTP,1.1,
662,Vendor442,1,,,,Javascript,CSS,Own Frontend Design,,HTTP,1.1,
663,Vendor334,1,Microsoft-IIS,/10.0,,,,Own Frontend Design,,HTTP,1,
664,Vendor387,1,,,,Javascript,CSS,Half Rely on Third-Party Framework,,HTTP,1.1,
665,Vendor049,1,Apache,,,Javascript,,Half Rely on Third-Party Framework,,HTTP,1.1,
666,Vendor248,1,Apache,/2.4.48 (Unix) OpenSSL/1.1.1n,,Javascript,,Own Frontend Design,,HTTP,1.1,
667,Vendor123,1,Apache,,,,,Own Frontend Design,,HTTP,1.1,
668,Vendor342,1,Apache,/2.4.41 (Ubuntu),,,,Own Frontend Design,,,,
669,Vendor455,1,nginx,/1.18.0 (Ubuntu),,Javascript,,Half Rely on Third-Party Framework,,HTTP,1.1,
670,Vendor126,1,EV Loader,,,,,Own Frontend Design,,HTTP,1,
671,Vendor478,1,Apache,"```

```",,,,Based on Third Party Framework,,HTTP,1.1,
672,Vendor398,1,Apache,/2.4.58 (FreeBSD) PHP/8.2.14 mod_wsgi/4.9.2 Python/3.9,,,,Own Frontend Design,,HTTP,1.1,
673,Vendor547,1,awselb/2.0,,,,,Half Rely on Third-Party Framework,,HTTP,1.1,
674,Vendor290,1,nginx,,,,,Half Rely on Third-Party Framework,,HTTP,1.1,
675,Vendor487,1,,,,,,,,,,
676,Vendor748,1,Apache,,,,,Own Frontend Design,,HTTP,1.1,
677,Vendor502,1,Apache,,,Javascript,CSS,Half Rely on Third-Party Framework,,HTTP,1.1,
678,Vendor371,1,SEH_WALLY/EVSE_37021300,,,Javascript,CSS,Half Rely on Third-Party Framework,,HTTP,1.1,
679,Vendor511,1,nginx,,,Javascript,,Own Frontend Design,,HTTP,1.1,
680,Vendor457,1,Apache,/2.4.41 (Ubuntu),,,,Based on Third Party Framework,,HTTP,1.1,
681,Vendor525,1,nginx,/1.20.1,,,,Own Frontend Design,,,,
682,Vendor384,1,nginx,/1.18.0 (Ubuntu),,Javascript,CSS,Own Frontend Design,,HTTP,1.1,
683,Vendor135,1,nginx,/1.18.0 (Ubuntu),,Javascript,CSS,Based on Third Party Framework,,HTTP,1.1,
684,Vendor120,1,nginx,/1.24.0,,,CSS,Own Frontend Design,,HTTP,1.1,
685,Vendor219,1,,,,,,Based on Third Party Framework,,,,
686,Vendor266,1,nginx,,,Javascript,CSS,Own Frontend Design,,HTTP,1.1,
687,Vendor235,1,nginx,,,,,Own Frontend Design,,HTTP,1.1,
688,Vendor060,1,Apache,/2.4.54 (Debian),,,,Half Rely on Third-Party Framework,,HTTP,1.1,
689,Vendor379,1,Apache,/2.4.59 (Debian),,,,Own Frontend Design,,HTTP,1,
690,Vendor056,1,nginx,,,Javascript,,Own Frontend Design,,HTTP,1.1,
691,Vendor486,1,,,,,,Own Frontend Design,,,,
692,Vendor032,1,nginx,,,,,Half Rely on Third-Party Framework,,HTTP,1.1,
693,Vendor515,1,nginx,/1.21.6,,,,Own Frontend Design,,HTTP,1.1,
694,Vendor477,1,nginx,/1.18.0 (Ubuntu),,Javascript,CSS,Own Frontend Design,,HTTP,1.1,
695,Vendor152,1,Apache,,,,,Own Frontend Design,,HTTP,1.1,
696,Vendor410,1,Apache,,,Javascript,,Half Rely on Third-Party Framework,,HTTP,1.1,
697,Vendor073,1,nginx,/1.23.4,,,CSS,Own Frontend Design,,HTTP,1.1,
698,Vendor370,1,openresty,,,Javascript,,Own Frontend Design,,HTTP,1.1,
699,Vendor018,1,Apache,,,Javascript,,Half Rely on Third-Party Framework,,,,
700,Vendor425,1,Cowboy,,,Javascript,CSS,Own Frontend Design,,HTTP,1.1,
701,Vendor050,1,Bluincharge OCPP Server,,,,CSS,Own Frontend Design,,HTTP,1.1,
702,Vendor036,1,Apache,/2.4.53 (Debian),,,,Half Rely on Third-Party Framework,,HTTP,1,
703,Vendor405,1,Apache,/2.4.29 (Ubuntu),,Javascript,CSS,Own Frontend Design,,HTTP,1.1,
704,Vendor350,1,Apache,,,,,Own Frontend Design,,HTTP,1.1,
705,Vendor834,1,nginx,/1.24.0,,Javascript,CSS,Half Rely on Third-Party Framework,,HTTP,1.1,
706,Vendor484,1,Apache,,,,,Own Frontend Design,,HTTP,1.1,
707,Vendor250,1,nginx,,,,,Half Rely on Third-Party Framework,,HTTP,1.1,
708,Vendor406,1,Apache,/2.4.61 (Debian),,,,Own Frontend Design,,HTTP,1.1,
709,Vendor119,1,Apache,,,,CSS,Own Frontend Design,,,,
710,Vendor474,1,Apache,/2.4.52 (Ubuntu),,,,Half Rely on Third-Party Framework,,HTTP,1.1,
711,Vendor174,1,LiteSpeed,,,Javascript,CSS,Own Frontend Design,,HTTP,1,
712,Vendor520,1,,,,Javascript,,Half Rely on Third-Party Framework,,HTTP,1.1,
713,Vendor028,1,Microsoft-IIS,/10.0,,Javascript,CSS,Half Rely on Third-Party Framework,,HTTP,1.1,
714,Vendor360,1,nginx,/1.12.2,,Javascript,CSS,Half Rely on Third-Party Framework,,HTTP,1.1,
715,Vendor331,1,nginx,,,,,Own Frontend Design,,HTTP,1.1,
716,Vendor351,1,nginx,/1.14.1,,Javascript,CSS,Half Rely on Third-Party Framework,,HTTP,1.1,
717,Vendor035,1,,,,,,Own Frontend Design,,HTTP,1.1,
718,Vendor643,1,nginx,,,Javascript,CSS,Half Rely on Third-Party Framework,,,,
719,Vendor695,1,nginx,/1.18.0,,Javascript,,Half Rely on Third-Party Framework,,HTTP,1.1,
720,Vendor672,1,nginx,/1.18.0 (Ubuntu),,Javascript,CSS,Half Rely on Third-Party Framework,,HTTP,1.1,
721,Vendor534,1,Apache,,,,CSS,Half Rely on Third-Party Framework,,HTTP,1.1,
722,Vendor435,1,nginx,,,,,Own Frontend Design,,HTTP,1.1,
723,Vendor465,1,Apache,,,,,Based on Third Party Framework,,HTTP,1.1,
724,Vendor133,1,Apache,,,,,Half Rely on Third-Party Framework,,HTTP,1.1,
725,Vendor380,1,Apache,/2.4.52 (Ubuntu),,,,Half Rely on Third-Party Framework,,HTTP,1,
726,Vendor473,1,nginx,/1.25.4,,,,Own Frontend Design,,HTTP,1.1,
727,Vendor129,1,Apache,Server: /2.4.52 (Ubuntu),,Javascript,CSS,Half Rely on Third-Party Framework,,HTTP,1.1,
728,Vendor136,1,nginx,/1.22.1,,Javascript,CSS,Based on Third Party Framework,,HTTP,1.1,
729,Vendor751,1,Apache,,,Javascript,,Half Rely on Third-Party Framework,,HTTP,1.1,
730,Vendor089,1,nginx,,,,,Own Frontend Design,,HTTP,1.1,
731,Vendor098,1,Apache,/2.4.41 (Ubuntu),,,,Own Frontend Design,,HTTP,1,
732,Vendor280,1,Apache,/2.4.38 (Debian),,,CSS,Half Rely on Third-Party Framework,,HTTP,1.1,
733,Vendor436,1,nginx,,,Javascript,CSS,Half Rely on Third-Party Framework,,HTTP,1.1,
734,Vendor373,1,nginx,/1.18.0 (Ubuntu),,Javascript,,Half Rely on Third-Party Framework,,HTTP,1.1,
735,Vendor512,1,Apache,/2.4.52 (Ubuntu),,,,Own Frontend Design,,HTTP,1.1,
736,Vendor256,1,Apache,,,,,Own Frontend Design,,HTTP,1.1,
737,Vendor044,1,Apache,,,,,Own Frontend Design,,HTTP,1.1,
738,Vendor273,1,LiteSpeed,,,Javascript,CSS,Half Rely on Third-Party Framework,,HTTP,1.1,
739,Vendor528,1,Apache,,,,,Own Frontend Design,,,,
740,Vendor091,1,nginx,/1.18.0 (Ubuntu),,,,Own Frontend Design,,HTTP,1.1,
741,Vendor367,1,,,,,,Own Frontend Design,,HTTP,1.1,
742,Vendor407,1,nginx,,,Javascript,CSS,Half Rely on Third-Party Framework,,HTTP,1.1,
743,Vendor240,1,nginx,,,,,Own Frontend Design,,HTTP,1.1,
744,Vendor178,1,nginx,,,,CSS,Own Frontend Design,,HTTP,1.1,
745,Vendor348,1,nginx,,,,,Own Frontend Design,,HTTP,1.1,
746,Vendor489,1,Apache,,,Javascript,,Own Frontend Design,,HTTP,1.1,
747,Vendor163,1,EcoShare-EVEMS/1.0 (Linux),,,Javascript,,Half Rely on Third-Party Framework,,HTTP,1.1,
748,Vendor341,1,Apache,,,,,Own Frontend Design,,HTTP,1.1,
749,Vendor211,1,Apache,/2.4.6 (CentOS) OpenSSL/1.0.2k-fips PHP/8.2.19,,,CSS,Own Frontend Design,,HTTP,1.1,
750,Vendor024,1,Apache,,,,,Own Frontend Design,,HTTP,1.1,
751,Vendor006,1,Apache,/2.4.43 (Unix) OpenSSL/1.0.2k-fips mod_jk/1.2.48,,Javascript,CSS,Half Rely on Third-Party Framework,,HTTP,1.1,
752,Vendor193,1,Apache,,,,,Own Frontend Design,,HTTP,1.1,
753,Vendor774,1,Tengine/2.1.0,,,Javascript,,Half Rely on Third-Party Framework,,HTTP,1.1,
754,Vendor388,1,nginx,,,,,Own Frontend Design,,HTTP,1.1,
755,Vendor692,1,Microsoft-IIS,/7.5,,Javascript,CSS,Own Frontend Design,,HTTP,1.1,
756,Vendor616,1,Apache,#NAME?,,Javascript,CSS,Own Frontend Design,,HTTP,1.1,
757,Vendor274,1,nginx,/1.8.1,,Javascript,CSS,Half Rely on Third-Party Framework,,HTTP,1.1,
758,Vendor742,1,Tengine,,,Javascript,CSS,Half Rely on Third-Party Framework,,HTTP,1.1,
759,Vendor836,1,nginx,/1.18.0,,,CSS,Half Rely on Third-Party Framework,,HTTP,1.1,
760,Vendor709,1,nginx,,,,CSS,Half Rely on Third-Party Framework,,HTTP,1.1,
761,Vendor577,1,nginx,/1.13.8,,Javascript,CSS,Based on Third Party Framework,,HTTP,1.1,
762,Vendor565,1,Microsoft-IIS,/7.5,,Javascript,,Own Frontend Design,,HTTP,1.1,
763,Vendor659,1,nginx,,,,,Based on Third Party Framework,,HTTP,1.1,
764,Vendor632,1,,,,,,Based on Third Party Framework,,HTTP,1.1,
765,Vendor591,1,nginx,/1.20.2,,,CSS,Own Frontend Design,,HTTP,1.1,
766,Vendor734,1,Neo App Srv 2.0,,,Javascript,CSS,Own Frontend Design,,HTTP,1.1,
767,Vendor404,1,UploadServer,,,,CSS,Half Rely on Third-Party Framework,,,,
768,Vendor683,1,nginx,/1.10.2,,Javascript,CSS,Half Rely on Third-Party Framework,,HTTP,1.1,
769,Vendor552,1,nginx,,,,CSS,Based on Third Party Framework,,HTTP,1.1,
770,Vendor869,1,Apache,#NAME?,,Javascript,,Half Rely on Third-Party Framework,,HTTP,1.1,
771,Vendor849,1,nginx,/1.17.3,,Javascript,CSS,Half Rely on Third-Party Framework,,HTTP,1.1,
772,Vendor304,1,,,,,,Half Rely on Third-Party Framework,,HTTP,1.1,
773,Vendor501,1,Apache,,,Javascript,,Own Frontend Design,,HTTP,1.1,
774,Vendor854,1,nginx,,,Javascript,,Own Frontend Design,,HTTP,1.1,
775,Vendor843,1,Express,,,Javascript,,Based on Third Party Framework,,HTTP,1.1,
776,Vendor523,1,Server: Mongoose/6.14,,,Javascript,CSS,Own Frontend Design,,HTTP,1.1,
777,Vendor272,1,nginx,,,Javascript,,Half Rely on Third-Party Framework,,HTTP,1.1,
778,Vendor812,1,nginx,,,Javascript,CSS,Based on Third Party Framework,,HTTP,1.1,
779,Vendor758,1,Apache,#NAME?,,Javascript,CSS,Half Rely on Third-Party Framework,,HTTP,1.1,
780,Vendor470,1,,,,Javascript,CSS,Half Rely on Third-Party Framework,,HTTP,1,
781,Vendor694,1,,,,Javascript,,Half Rely on Third-Party Framework,,HTTP,1.1,
782,Vendor771,1,,,,,CSS,Half Rely on Third-Party Framework,,HTTP,1.1,
783,Vendor824,1,nginx,,,,,Own Frontend Design,,HTTP,1.1,
784,Vendor855,1,nginx,/1.13.8,,,CSS,Own Frontend Design,,HTTP,1.1,
785,Vendor431,1,Microsoft-IIS,/7.5,,Javascript,CSS,Half Rely on Third-Party Framework,,HTTP,1.1,
786,Vendor635,1,nginx,/1.1.10,,Javascript,,Half Rely on Third-Party Framework,,HTTP,1.1,
787,Vendor842,1,nginx,/1.13.3,,Javascript,CSS,Based on Third Party Framework,,HTTP,1.1,
788,Vendor597,1,,,,Javascript,CSS,Own Frontend Design,,HTTP,1.1,
789,Vendor663,1,Microsoft-IIS,/10.0,,Javascript,,Own Frontend Design,,HTTP,1.1,
790,Vendor451,1,Microsoft-IIS,/7.5,,Javascript,CSS,Own Frontend Design,,HTTP,1.1,
791,Vendor469,1,nginx,/1.18.0 (Ubuntu),,Javascript,,Own Frontend Design,,HTTP,1.1,
792,Vendor111,1,nginx,/1.20.0,,Javascript,,Own Frontend Design,,HTTP,1.1,
793,Vendor792,1,Microsoft-IIS,/7.5,,Javascript,,Own Frontend Design,,HTTP,1.1,
794,Vendor058,1,nginx,/1.14.0 (Ubuntu),,,CSS,Half Rely on Third-Party Framework,,HTTP,1.1,
795,Vendor333,1,Apache,/2.4.6 (CentOS) OpenSSL/1.0.2k-fips,,,,Own Frontend Design,,HTTP,1.1,
796,Vendor689,1,Microsoft-IIS,/7.5,,Javascript,CSS,Own Frontend Design,,HTTP,1.1,
797,Vendor798,1,Microsoft-IIS,/7.5,,Javascript,CSS,Own Frontend Design,,HTTP,1.1,
798,Vendor329,1,,,,,,Based on Third Party Framework,,,,
799,Vendor259,1,nginx,,,,,Based on Third Party Framework,,HTTP,1.1,
800,Vendor433,1,Microsoft-IIS,/7.5,,Javascript,CSS,Own Frontend Design,,HTTP,1.1,
801,Vendor302,1,Apache,,,,,Based on Third Party Framework,,HTTP,1.1,
802,Vendor561,1,nginx,,,Javascript,,Half Rely on Third-Party Framework,,HTTP,1.1,
803,Vendor851,1,nginx,/1.12.1,,,,Half Rely on Third-Party Framework,,HTTP,1.1,
804,Vendor437,1,Apache,/2.4.6 (CentOS),,,CSS,Half Rely on Third-Party Framework,,HTTP,1.1,
805,Vendor541,1,,,,,,Own Frontend Design,,,,
806,Vendor705,1,nginx,,,,,Half Rely on Third-Party Framework,,HTTP,1.1,
807,Vendor195,1,Apache,,,Javascript,,Own Frontend Design,,HTTP,1.1,
808,Vendor726,1,nginx,,,,CSS,Own Frontend Design,,HTTP,1.1,
809,Vendor321,1,Apache,/2.4.29 (Ubuntu),,,CSS,Half Rely on Third-Party Framework,,HTTP,1.1,
810,Vendor207,1,Apache,/2.4.41 (Ubuntu),,,,Own Frontend Design,,HTTP,1.1,
811,Vendor631,1,nginx,/1.20.1,,,CSS,Own Frontend Design,,HTTP,1.1,
812,Vendor770,1,nginx,,,,CSS,Half Rely on Third-Party Framework,,HTTP,1.1,
813,Vendor710,1,nginx,/1.21.6,,Javascript,CSS,Based on Third Party Framework,,HTTP,1.1,
814,Vendor021,1,,,,,CSS,Based on Third Party Framework,,HTTP,1.1,
815,Vendor270,1,Apache,/2.4.52 (Unix) OpenSSL/1.1.1d,,,,Based on Third Party Framework,,HTTP,1.1,
816,Vendor452,1,nginx,,,Javascript,CSS,Based on Third Party Framework,,HTTP,1.1,
817,Vendor779,1,nginx,,,,CSS,Own Frontend Design,,HTTP,1.1,
818,Vendor524,1,nginx,/1.15.12,,Javascript,CSS,Half Rely on Third-Party Framework,,HTTP,1.1,
819,Vendor062,1,Mongoose,,,,,Own Frontend Design,,HTTP,1,
820,Vendor292,1,Vercel,,,Javascript,,Own Frontend Design,,HTTP,1.1,
821,Vendor096,1,Apache,,,Javascript,,Own Frontend Design,,HTTP,1.1,
822,Vendor252,1,,,,,,Based on Third Party Framework,,HTTP,1.1,
823,Vendor461,1,,,,,,Own Frontend Design,,HTTP,1,
824,Vendor464,1,Apache,,,,,Own Frontend Design,,HTTP,1.1,
825,Vendor043,1,,,,,,Half Rely on Third-Party Framework,,HTTP,1.1,
826,Vendor157,1,Apache,,,Javascript,CSS,Half Rely on Third-Party Framework,,HTTP,1.1,
827,Vendor421,1,Apache,/2.4.41 (Ubuntu),,Javascript,CSS,Half Rely on Third-Party Framework,,HTTP,1.1,
828,Vendor391,1,nginx,,,Javascript,,Half Rely on Third-Party Framework,,HTTP,1.1,
829,Vendor340,1,sails,,,,,Half Rely on Third-Party Framework,,HTTP,1.1,
830,Vendor276,1,Apache,/2.4.51 (Unix) OpenSSL/1.1.1d,,Javascript,CSS,Half Rely on Third-Party Framework,,HTTP,1.1,
831,Vendor168,1,UploadServer,,,Javascript,,Half Rely on Third-Party Framework,,HTTP,1,
832,Vendor042,1,LiteSpeed,,,,,Own Frontend Design,,HTTP,1,
833,Vendor529,1,Apache,/2.4.56 (Debian),,Javascript,,Own Frontend Design,,HTTP,1.1,
834,Vendor318,1,,,,Javascript,,Based on Third Party Framework,,HTTP,1.1,
835,Vendor257,1,Kestrel,,,,,Own Frontend Design,,HTTP,1.1,
836,Vendor390,1,,,,Javascript,,Own Frontend Design,,HTTP,1.1,
837,Vendor110,1,,,,Javascript,CSS,Half Rely on Third-Party Framework,,HTTP,1.1,
838,Vendor005,1,Apache,/2.4.51 (Unix) OpenSSL/1.1.1d,,,CSS,Half Rely on Third-Party Framework,,HTTP,1.1,
839,Vendor225,1,nginx,/1.18.0 (Ubuntu),,Javascript,,Half Rely on Third-Party Framework,,HTTP,1.1,
840,Vendor602,1,nginx,/1.18.0,,Javascript,CSS,Based on Third Party Framework,,HTTP,1.1,
841,Vendor500,1,PsiOcppApp,,,Javascript,CSS,Half Rely on Third-Party Framework,,HTTP,1.1,
842,Vendor345,1,Apache,#NAME?,,Javascript,CSS,Half Rely on Third-Party Framework,,HTTP,1.1,
843,Vendor003,1,gunicorn,,,,,Half Rely on Third-Party Framework,,HTTP,1,
844,Vendor022,1,AOLUOLA- OCPP Server,,,,CSS,Own Frontend Design,,HTTP,1.1,
845,Vendor142,1,,,,Javascript,,Half Rely on Third-Party Framework,,HTTP,1.1,
846,Vendor571,1,nginx,/1.6.3,,Javascript,CSS,Own Frontend Design,,HTTP,1.1,
847,Vendor422,1,nginx,,,,CSS,Own Frontend Design,,HTTP,1.1,
848,Vendor777,1,nginx,,,,CSS,Own Frontend Design,,HTTP,1.1,
849,Vendor585,1,Microsoft-IIS,/10.0,,Javascript,,Own Frontend Design,,HTTP,1.1,
850,Vendor297,1,Apache,,,,CSS,Half Rely on Third-Party Framework,,HTTP,1.1,
852,Vendor835,1,Microsoft-IIS,/8.5,,Javascript,,Own Frontend Design,,HTTP,1.1,
853,Vendor072,1,Apache,/2.4.54 (Debian),,,,Half Rely on Third-Party Framework,,HTTP,1.1,
854,Vendor661,1,nginx,,,,CSS,Based on Third Party Framework,,HTTP,1.1,
855,Vendor206,1,Evnex OCPP Diagnostic Log Service,,,,,Own Frontend Design,,,,
856,Vendor590,1,nginx,,,,,Half Rely on Third-Party Framework,,HTTP,1.1,
857,Vendor544,1,,,,,,,,,,
858,Vendor696,1,nginx,,,Javascript,CSS,Half Rely on Third-Party Framework,,HTTP,1.1,
859,Vendor769,1,nginx,/1.16.1,,Javascript,,Own Frontend Design,,HTTP,1.1,
860,Vendor015,1,nginx,/1.14.1,,Javascript,CSS,Half Rely on Third-Party Framework,,HTTP,1.1,
861,Vendor363,1,Microsoft-IIS,/10.0,,Javascript,CSS,Based on Third Party Framework,,HTTP,1.1,
862,Vendor040,1,nginx,,,,,Own Frontend Design,,HTTP,1.1,
863,Vendor867,1,nginx,/1.17.7,,Javascript,CSS,Half Rely on Third-Party Framework,,HTTP,1.1,
864,Vendor008,1,,,,Javascript,CSS,Based on Third Party Framework,,HTTP,1.1,
865,Vendor187,1,Apache,,,,,Half Rely on Third-Party Framework,,HTTP,1.1,
866,Vendor196,1,,,,Javascript,CSS,Half Rely on Third-Party Framework,,HTTP,1.1,
867,Vendor332,1,Apache,,,,,Own Frontend Design,,HTTP,1.1,
868,Vendor745,1,nginx,/1.14.0 (Ubuntu),,,,Half Rely on Third-Party Framework,,HTTP,1.1,
869,Vendor708,1,Microsoft-IIS,/8.5,,,CSS,Half Rely on Third-Party Framework,,HTTP,1.1,
870,Vendor508,1,Microsoft-IIS,/8.5,,Javascript,,Own Frontend Design,,HTTP,1.1,
871,Vendor182,1,,,,,CSS,Own Frontend Design,,HTTP,1.1,
872,Vendor201,1,Microsoft-IIS,/7.0,,,,Own Frontend Design,,HTTP,1.1,
